"CountyName","RegionName","PrecinctName","Black.AA","White","Asian","Hispanic","Native.American","Multiple","Other","Unknown","DemPct","RepPct","NonPct","DemVotes","RepVotes","NonVotes"
"ABBEVILLE","Upstate","ABBEVILLE NO. 1",367,1176,4,5,0,2,1,1,0.3185,0.6815,0,214,458,0
"ABBEVILLE","Upstate","ABBEVILLE NO. 2",974,515,0,2,1,0,6,0,0.6185,0.3815,0,308,190,0
"ABBEVILLE","Upstate","ABBEVILLE NO. 3",541,730,6,4,0,0,5,0,0.4936,0.5064,0,231,237,0
"ABBEVILLE","Upstate","ABBEVILLE NO. 4",276,530,0,2,0,0,5,0,0.2805,0.7195,0,99,254,0
"ABBEVILLE","Upstate","ANTREVILLE",122,923,1,4,1,0,1,0,0.2231,0.775,0.0019,118,410,1
"ABBEVILLE","Upstate","BROADMOUTH",74,385,0,5,0,0,0,0,0.2731,0.7269,0,59,157,0
"ABBEVILLE","Upstate","CALHOUN FALLS",806,812,1,11,1,6,8,0,0.5807,0.4193,0,439,317,0
"ABBEVILLE","Upstate","COLD SPRINGS",100,679,4,6,0,0,0,0,0.2144,0.7792,0.0064,101,367,3
"ABBEVILLE","Upstate","DONALD'S",35,454,0,6,0,1,2,0,0.1794,0.8168,0.0038,47,214,1
"ABBEVILLE","Upstate","DUE WEST",329,1075,1,2,1,0,3,0,0.3564,0.6436,0,237,428,0
"ABBEVILLE","Upstate","HALL'S STORE",169,462,2,2,0,0,1,0,0.3238,0.6734,0.0029,113,235,1
"ABBEVILLE","Upstate","KEOWEE",137,860,1,0,2,0,4,0,0.211,0.789,0,107,400,0
"ABBEVILLE","Upstate","LOWNDESVILLE",86,876,2,2,2,0,1,0,0.194,0.806,0,97,403,0
"ABBEVILLE","Upstate","LEBANON",165,569,0,0,0,0,3,0,0.2692,0.7282,0.0026,105,284,1
"ABBEVILLE","Upstate","SMITHVILLE",179,611,4,13,0,0,2,0,0.2734,0.7266,0,111,295,0
"AIKEN","Midlands","AIKEN NO. 1",31,1227,3,8,3,2,5,0,0.3429,0.6554,0.0016,214,409,1
"AIKEN","Midlands","AIKEN NO. 2",766,406,3,13,1,1,6,3,0.7665,0.2335,0,325,99,0
"AIKEN","Midlands","AIKEN NO. 3",1313,299,6,29,5,5,13,3,0.8593,0.1407,0,452,74,0
"AIKEN","Midlands","AIKEN NO. 4",572,168,3,13,2,0,7,1,0.8699,0.1301,0,214,32,0
"AIKEN","Midlands","AIKEN NO. 5",480,763,11,4,0,3,5,1,0.623,0.375,0.002,309,186,1
"AIKEN","Midlands","AIKEN NO. 6",24,1216,8,5,1,1,5,1,0.3847,0.6153,0,237,379,0
"AIKEN","Midlands","BATH",295,486,1,10,0,0,1,1,0.4671,0.5299,0.003,156,177,1
"AIKEN","Midlands","BEECH ISLAND",805,728,1,27,2,6,5,0,0.5388,0.4612,0,375,321,0
"AIKEN","Midlands","BELVEDERE NO. 9",697,993,7,29,4,2,21,3,0.5,0.4984,0.0016,320,319,1
"AIKEN","Midlands","CAROLINA HEIGHTS",635,439,6,38,3,1,10,0,0.6931,0.3048,0.0021,332,146,1
"AIKEN","Midlands","CHINA SPRINGS",1011,537,7,17,2,4,8,2,0.689,0.311,0,390,176,0
"AIKEN","Midlands","CLEARWATER",260,371,1,22,4,2,4,0,0.434,0.566,0,115,150,0
"AIKEN","Midlands","COLLEGE ACRES",215,1421,21,41,5,3,8,0,0.3095,0.6892,0.0013,238,530,1
"AIKEN","Midlands","EUREKA",258,1136,0,40,4,2,2,0,0.2588,0.7412,0,155,444,0
"AIKEN","Midlands","GLOVERVILLE",136,732,4,11,1,1,3,0,0.2612,0.7388,0,122,345,0
"AIKEN","Midlands","GRANITEVILLE",377,650,2,25,3,0,3,2,0.341,0.6567,0.0023,148,285,1
"AIKEN","Midlands","JACKSON",205,1272,7,15,4,0,3,0,0.2133,0.7853,0.0013,160,589,1
"AIKEN","Midlands","LANGLEY",220,966,3,14,7,1,3,0,0.2645,0.7355,0,132,367,0
"AIKEN","Midlands","LYNWOOD",139,665,8,24,2,1,3,1,0.2463,0.7537,0,100,306,0
"AIKEN","Midlands","MILLBROOK",292,1532,20,21,1,3,10,1,0.3432,0.6568,0,290,555,0
"AIKEN","Midlands","MONETTA",419,566,1,22,1,0,5,0,0.4505,0.5495,0,241,294,0
"AIKEN","Midlands","MONTMORENCI NO. 22",336,1316,34,48,5,4,5,1,0.3536,0.6452,0.0012,285,520,1
"AIKEN","Midlands","NEW ELLENTON",564,869,4,16,2,2,10,0,0.4944,0.5042,0.0014,355,362,1
"AIKEN","Midlands","NEW HOLLAND",84,621,2,9,0,0,2,0,0.2526,0.7474,0,96,284,0
"AIKEN","Midlands","N. AUGUSTA NO. 25",395,1118,24,48,0,3,17,3,0.3938,0.6031,0.0031,252,386,2
"AIKEN","Midlands","N. AUGUSTA NO. 26",394,689,3,21,1,1,11,1,0.5146,0.4806,0.0049,212,198,2
"AIKEN","Midlands","N. AUGUSTA NO. 27",49,1491,14,16,1,2,2,0,0.1697,0.8292,0.0012,142,694,1
"AIKEN","Midlands","N. AUGUSTA NO. 28",47,1108,11,9,3,1,5,0,0.2467,0.7516,0.0016,151,460,1
"AIKEN","Midlands","N. AUGUSTA NO. 29",229,1149,5,24,1,5,13,2,0.3561,0.6423,0.0016,224,404,1
"AIKEN","Midlands","OAK GROVE",100,795,2,16,0,0,3,0,0.2262,0.7715,0.0023,100,341,1
"AIKEN","Midlands","PERRY",183,567,0,4,1,1,1,1,0.3494,0.6506,0,138,257,0
"AIKEN","Midlands","SALLEY",316,297,4,2,1,0,1,0,0.5446,0.4524,0.003,183,152,1
"AIKEN","Midlands","SHAWS FORK",104,542,0,7,2,1,4,0,0.3275,0.6725,0,112,230,0
"AIKEN","Midlands","SHILOH",342,1389,7,24,3,2,9,0,0.2874,0.7126,0,242,600,0
"AIKEN","Midlands","SIX POINTS NO. 35",308,1214,10,27,3,3,10,1,0.4223,0.5777,0,250,342,0
"AIKEN","Midlands","TABERNACLE",248,390,3,7,2,1,7,0,0.4817,0.5183,0,158,170,0
"AIKEN","Midlands","TALATHA",425,1220,7,14,2,3,6,1,0.3891,0.6096,0.0013,300,470,1
"AIKEN","Midlands","VAUCLUSE",376,1203,25,56,2,3,16,2,0.397,0.6003,0.0027,295,446,2
"AIKEN","Midlands","WAGENER",639,1125,4,11,5,2,6,1,0.4353,0.5624,0.0022,387,500,2
"AIKEN","Midlands","WARD",438,947,2,27,3,1,8,0,0.4246,0.5754,0,273,370,0
"AIKEN","Midlands","WARRENVILLE",211,1364,6,29,7,3,9,1,0.2793,0.7181,0.0026,212,545,2
"AIKEN","Midlands","WHITE POND",279,421,0,3,2,1,1,1,0.5055,0.4945,0,184,180,0
"AIKEN","Midlands","BELVEDERE NO. 44",360,964,5,28,3,1,7,1,0.405,0.5933,0.0017,243,356,1
"AIKEN","Midlands","MISTY LAKES",471,1269,9,19,0,7,11,0,0.3875,0.61,0.0024,317,499,2
"AIKEN","Midlands","SIX POINTS NO. 46",1126,162,1,10,3,8,7,3,0.8647,0.133,0.0022,390,60,1
"AIKEN","Midlands","AIKEN NO. 47",135,959,10,16,1,1,7,0,0.426,0.5722,0.0018,233,313,1
"AIKEN","Midlands","WILLOW SPRINGS",178,959,3,35,3,0,8,1,0.243,0.757,0,138,430,0
"AIKEN","Midlands","BREEZY HILL",645,1688,21,46,6,4,14,2,0.3704,0.6286,9e-04,396,672,1
"AIKEN","Midlands","MIDLAND VALLEY NO. 51",421,1557,18,17,5,1,12,0,0.3294,0.6696,0.001,339,689,1
"AIKEN","Midlands","LEVELS NO. 52",215,1038,22,33,3,1,11,0,0.4545,0.542,0.0034,265,316,2
"AIKEN","Midlands","HOLLOW CREEK",64,1249,28,12,0,4,9,0,0.2667,0.7333,0,172,473,0
"AIKEN","Midlands","N. AUGUSTA NO. 54",472,610,11,52,0,0,7,0,0.5367,0.4612,0.002,263,226,1
"AIKEN","Midlands","N. AUGUSTA NO. 55",67,920,6,7,0,3,5,1,0.3008,0.6992,0,151,351,0
"AIKEN","Midlands","COUCHTON",371,901,3,7,5,1,8,0,0.3199,0.6781,0.002,159,337,1
"AIKEN","Midlands","FOX CREEK NO. 58",206,1344,13,15,1,0,5,0,0.2823,0.7163,0.0014,199,505,1
"AIKEN","Midlands","PINE FOREST",175,1393,7,33,4,0,5,1,0.2278,0.7709,0.0012,185,626,1
"AIKEN","Midlands","GEM LAKES NO. 60",82,1127,10,11,1,0,1,0,0.2531,0.7454,0.0015,165,486,1
"AIKEN","Midlands","SILVER BLUFF",913,851,3,16,3,0,7,2,0.5536,0.4451,0.0013,439,353,1
"AIKEN","Midlands","BELVEDERE NO. 62",573,628,2,24,0,2,11,0,0.4971,0.501,0.0019,260,262,1
"AIKEN","Midlands","CEDAR CREEK NO. 64",61,1689,6,14,1,1,1,1,0.2435,0.7565,0,187,581,0
"AIKEN","Midlands","SLEEPY HOLLOW NO. 65",156,1626,8,31,7,1,6,0,0.2356,0.7644,0,233,756,0
"AIKEN","Midlands","HITCHCOCK NO. 66",130,963,12,7,4,0,4,0,0.3416,0.6565,0.0019,180,346,1
"AIKEN","Midlands","N. AUGUSTA NO. 67",77,1161,8,11,2,1,6,0,0.2682,0.7303,0.0015,184,501,1
"AIKEN","Midlands","N. AUGUSTA NO. 68",275,1822,31,27,2,2,13,0,0.2486,0.7505,9e-04,274,827,1
"AIKEN","Midlands","ANDERSON POND NO. 69",52,1726,29,7,4,1,7,3,0.2659,0.7341,0,255,704,0
"AIKEN","Midlands","SANDSTONE NO. 70",232,1080,20,29,8,2,11,0,0.3561,0.6423,0.0017,214,386,1
"AIKEN","Midlands","MIDLAND VALLEY NO. 71",417,1424,8,24,6,5,8,0,0.3064,0.6936,0,262,593,0
"AIKEN","Midlands","LEVELS NO. 72",190,705,15,18,5,2,10,2,0.4422,0.5556,0.0023,195,245,1
"AIKEN","Midlands","FOX CREEK NO. 73",110,1276,5,7,2,2,8,2,0.203,0.797,0,147,577,0
"AIKEN","Midlands","BELVEDERE NO. 74",125,514,3,18,0,4,7,0,0.3379,0.6621,0,99,194,0
"AIKEN","Midlands","SOUTH AIKEN NO. 75",219,1370,27,29,4,0,7,0,0.3186,0.6814,0,253,541,0
"AIKEN","Midlands","SOUTH AIKEN NO. 76",139,1933,14,30,3,4,6,1,0.2871,0.7119,0.001,294,729,1
"AIKEN","Midlands","GEM LAKES NO. 77",77,1397,17,17,1,2,4,0,0.31,0.6874,0.0025,244,541,2
"AIKEN","Midlands","MONTMORENCI NO. 78",150,695,3,59,4,1,6,0,0.331,0.669,0,141,285,0
"AIKEN","Midlands","SANDSTONE NO. 79",107,717,27,27,2,3,6,1,0.4076,0.5924,0,161,234,0
"AIKEN","Midlands","N. AUGUSTA NO. 80",81,734,5,11,1,0,5,2,0.265,0.7304,0.0046,115,317,2
"AIKEN","Midlands","HAMMOND NO. 81",278,708,3,11,3,2,5,0,0.3394,0.6606,0,149,290,0
"AIKEN","Midlands","WINDSOR NO. 82",181,741,4,37,3,2,7,0,0.3855,0.6145,0,160,255,0
"AIKEN","Midlands","LEVELS NO. 83",109,554,8,15,0,2,6,2,0.4476,0.549,0.0035,128,157,1
"AIKEN","Midlands","ASCAUGA LAKE NO. 84",209,933,4,5,4,0,7,1,0.3031,0.6951,0.0017,174,399,1
"ALLENDALE","LowCountry","ALLENDALE NO. 1",883,252,5,4,1,0,4,0,0.7403,0.2597,0,191,67,0
"ALLENDALE","LowCountry","ALLENDALE NO. 2",1195,22,0,2,1,0,1,0,0.9559,0.0396,0.0044,217,9,1
"ALLENDALE","LowCountry","FAIRFAX NO. 1",388,223,2,1,0,0,2,0,0.5655,0.4345,0,95,73,0
"ALLENDALE","LowCountry","FAIRFAX NO. 2",1047,107,3,3,1,0,0,3,0.8417,0.1583,0,234,44,0
"ALLENDALE","LowCountry","MARTIN",225,54,0,1,1,0,0,0,0.8358,0.1642,0,112,22,0
"ALLENDALE","LowCountry","SYCAMORE",92,246,0,0,0,0,2,0,0.2593,0.7407,0,42,120,0
"ALLENDALE","LowCountry","ULMER",87,114,0,0,0,0,0,0,0.4079,0.5921,0,31,45,0
"ANDERSON","Upstate","APPLETON-EQUINOX",316,436,2,30,1,3,2,0,0.4762,0.5195,0.0043,110,120,1
"ANDERSON","Upstate","BARKER'S CREEK - MCADAMS",4,327,0,0,0,0,0,0,0.1262,0.8738,0,26,180,0
"ANDERSON","Upstate","BELTON",283,1322,7,19,2,3,6,1,0.2783,0.7203,0.0014,192,497,1
"ANDERSON","Upstate","BROADVIEW",352,243,1,1,0,5,2,0,0.6907,0.3093,0,201,90,0
"ANDERSON","Upstate","BISHOP'S BRANCH",235,1590,4,7,0,6,5,0,0.2683,0.7296,0.0021,257,699,2
"ANDERSON","Upstate","BOWLING GREEN",38,568,2,7,2,1,3,0,0.1903,0.8097,0,59,251,0
"ANDERSON","Upstate","BROADWAY",338,806,3,6,2,1,5,0,0.3705,0.6295,0,196,333,0
"ANDERSON","Upstate","BRUSHY CREEK",138,1995,4,11,3,5,7,0,0.2059,0.7933,8e-04,246,948,1
"ANDERSON","Upstate","CEDAR GROVE",106,1114,1,13,1,1,5,0,0.1942,0.8007,0.0051,114,470,3
"ANDERSON","Upstate","CENTERVILLE STATION A",313,2213,6,15,6,9,7,0,0.3198,0.6785,0.0016,395,838,2
"ANDERSON","Upstate","CHIQUOLA MILL",207,419,3,5,3,1,6,0,0.5104,0.4855,0.0041,123,117,1
"ANDERSON","Upstate","CONCRETE",224,2483,88,49,6,7,15,0,0.2689,0.7274,0.0037,366,990,5
"ANDERSON","Upstate","CRAYTONVILLE",14,877,1,3,0,0,2,1,0.1179,0.8821,0,54,404,0
"ANDERSON","Upstate","DENVER-SANDY SPRINGS",70,1379,28,5,0,4,4,0,0.2723,0.7277,0,180,481,0
"ANDERSON","Upstate","EDGEWOOD STATION A",378,1559,36,27,3,7,22,1,0.3671,0.6329,0,283,488,0
"ANDERSON","Upstate","FIVE FORKS",137,1296,8,5,3,3,6,1,0.2971,0.6982,0.0047,254,597,4
"ANDERSON","Upstate","FLAT ROCK",171,1012,3,7,1,2,2,0,0.2007,0.7993,0,110,438,0
"ANDERSON","Upstate","FORK NO. 1",59,1224,2,7,2,3,2,1,0.2401,0.7584,0.0015,158,499,1
"ANDERSON","Upstate","FORK NO. 2",24,1365,5,4,5,0,5,0,0.2054,0.7906,0.004,153,589,3
"ANDERSON","Upstate","FRIENDSHIP",92,896,2,4,4,2,3,0,0.1888,0.8112,0,98,421,0
"ANDERSON","Upstate","GLUCK MILL",118,245,2,8,1,1,2,0,0.4487,0.5513,0,70,86,0
"ANDERSON","Upstate","GREEN POND STATION A",170,2097,6,10,1,4,5,0,0.2607,0.7384,9e-04,292,827,1
"ANDERSON","Upstate","GROVE SCHOOL",17,491,0,1,1,0,2,0,0.1418,0.8582,0,40,242,0
"ANDERSON","Upstate","HALL",194,1069,3,9,2,0,5,1,0.2266,0.7734,0,121,413,0
"ANDERSON","Upstate","HAMMOND SCHOOL",176,1989,58,33,2,4,15,0,0.3047,0.6935,0.0018,341,776,2
"ANDERSON","Upstate","HIGH POINT",15,496,1,0,0,2,3,0,0.1753,0.8247,0,51,240,0
"ANDERSON","Upstate","HOMELAND PARK",809,1409,9,42,6,5,8,0,0.4412,0.5575,0.0013,349,441,1
"ANDERSON","Upstate","HONEA PATH",147,1140,1,3,2,1,1,0,0.2125,0.7875,0,143,530,0
"ANDERSON","Upstate","HOPEWELL",112,1363,35,15,0,2,13,0,0.2603,0.7372,0.0026,203,575,2
"ANDERSON","Upstate","IVA",122,1255,5,4,2,3,3,0,0.1937,0.8063,0,123,512,0
"ANDERSON","Upstate","JACKSON MILL",41,655,1,2,0,1,2,0,0.186,0.814,0,64,280,0
"ANDERSON","Upstate","LA FRANCE",108,742,7,12,3,2,6,0,0.3318,0.6682,0,147,296,0
"ANDERSON","Upstate","MELTON",72,526,3,6,1,2,0,0,0.3099,0.6901,0,110,245,0
"ANDERSON","Upstate","MOUNT TABOR",260,1877,9,11,1,2,9,0,0.3173,0.6827,0,323,695,0
"ANDERSON","Upstate","MOUNTAIN CREEK",180,877,2,10,3,4,7,0,0.2916,0.7084,0,128,311,0
"ANDERSON","Upstate","NEAL'S CREEK",443,1333,7,10,2,2,4,0,0.3908,0.6066,0.0026,306,475,2
"ANDERSON","Upstate","NORTH POINTE",60,1588,34,15,2,1,12,0,0.2331,0.7635,0.0034,207,678,3
"ANDERSON","Upstate","PELZER",11,693,0,12,1,2,2,0,0.1701,0.8264,0.0035,49,238,1
"ANDERSON","Upstate","PENDLETON",591,2226,24,30,0,8,8,1,0.5011,0.4981,7e-04,675,671,1
"ANDERSON","Upstate","PIEDMONT",65,738,1,10,0,1,0,1,0.2294,0.768,0.0026,89,298,1
"ANDERSON","Upstate","PIERCETOWN",94,1820,28,14,2,3,3,0,0.2164,0.7807,0.003,217,783,3
"ANDERSON","Upstate","ROCK MILL",13,1100,5,6,1,2,4,1,0.1973,0.8027,0,119,484,0
"ANDERSON","Upstate","ROCK SPRING",138,572,2,2,0,1,2,2,0.267,0.7304,0.0026,102,279,1
"ANDERSON","Upstate","SHIRLEY'S STORE",93,610,0,0,0,2,1,0,0.1974,0.8026,0,75,305,0
"ANDERSON","Upstate","SIMPSONVILLE",141,2219,20,32,5,2,3,0,0.262,0.7371,8e-04,310,872,1
"ANDERSON","Upstate","STARR",47,738,2,3,0,3,1,0,0.1752,0.8248,0,75,353,0
"ANDERSON","Upstate","THREE AND TWENTY",74,2194,11,20,2,13,5,0,0.182,0.8171,9e-04,208,934,1
"ANDERSON","Upstate","TONEY CREEK",23,466,0,2,1,0,0,0,0.1111,0.8843,0.0046,24,191,1
"ANDERSON","Upstate","TOWNVILLE",22,678,2,5,1,1,0,0,0.2467,0.7507,0.0027,93,283,1
"ANDERSON","Upstate","TOWN CREEK",65,1458,34,12,0,2,7,1,0.2774,0.7213,0.0013,210,546,1
"ANDERSON","Upstate","WEST PELZER",64,1594,6,25,2,4,2,1,0.171,0.8277,0.0013,132,639,1
"ANDERSON","Upstate","WEST SAVANNAH",63,237,1,0,0,0,0,0,0.3237,0.6705,0.0058,56,116,1
"ANDERSON","Upstate","WHITE PLAINS",203,2504,8,48,2,3,2,1,0.2265,0.7728,7e-04,308,1051,1
"ANDERSON","Upstate","WILLIAMSTON",315,1714,2,22,2,5,4,1,0.2838,0.7152,0.001,275,693,1
"ANDERSON","Upstate","WILLIAMSTON MILL",132,2276,4,47,1,6,9,0,0.1723,0.8248,0.003,174,833,3
"ANDERSON","Upstate","WRIGHT'S SCHOOL",11,680,1,1,1,2,0,0,0.1173,0.8801,0.0026,46,345,1
"ANDERSON","Upstate","ANDERSON 1/1",283,1102,31,41,5,5,10,3,0.4122,0.5878,0,230,328,0
"ANDERSON","Upstate","ANDERSON 1/2",57,1150,8,8,3,3,7,0,0.3033,0.6953,0.0015,205,470,1
"ANDERSON","Upstate","ANDERSON 2/1",91,1159,4,17,1,1,1,0,0.3586,0.6398,0.0016,218,389,1
"ANDERSON","Upstate","ANDERSON 2/2",350,1970,32,49,2,4,13,0,0.3783,0.6187,0.003,376,615,3
"ANDERSON","Upstate","ANDERSON 3/1",385,461,5,10,2,5,5,0,0.623,0.373,0.004,157,94,1
"ANDERSON","Upstate","ANDERSON 3/2",1398,815,10,18,4,5,18,1,0.6977,0.3023,0,584,253,0
"ANDERSON","Upstate","ANDERSON 4/1",456,193,1,15,2,0,2,0,0.8414,0.1542,0.0044,191,35,1
"ANDERSON","Upstate","ANDERSON 4/2",553,134,0,4,0,1,4,0,0.8894,0.1106,0,185,23,0
"ANDERSON","Upstate","ANDERSON 5/A",434,360,1,11,5,2,3,0,0.7111,0.2844,0.0044,160,64,1
"ANDERSON","Upstate","ANDERSON 5/B",853,318,2,15,2,3,1,2,0.8025,0.1975,0,317,78,0
"ANDERSON","Upstate","ANDERSON 6/1",234,1422,8,23,2,7,13,1,0.3955,0.6019,0.0026,299,455,2
"ANDERSON","Upstate","ANDERSON 6/2",288,90,3,7,1,2,3,0,0.8,0.192,0.008,100,24,1
"ANDERSON","Upstate","VARENNES",385,710,3,21,3,7,6,0,0.4613,0.5387,0,185,216,0
"ANDERSON","Upstate","LAKESIDE",650,1406,5,25,2,2,5,0,0.383,0.617,0,360,580,0
"ANDERSON","Upstate","CENTERVILLE STATION B",454,2034,13,38,5,8,10,1,0.3131,0.6861,9e-04,366,802,1
"ANDERSON","Upstate","EDGEWOOD STATION B",189,1713,16,16,3,2,4,0,0.266,0.7329,0.0011,253,697,1
"ANDERSON","Upstate","COX'S CREEK",74,943,18,24,0,3,3,0,0.2909,0.7091,0,121,295,0
"ANDERSON","Upstate","MT. AIRY",77,1991,18,21,2,2,8,0,0.2147,0.7853,0,246,900,0
"ANDERSON","Upstate","BELTON ANNEX",293,1334,3,16,4,3,10,1,0.307,0.693,0,241,544,0
"ANDERSON","Upstate","POWDERSVILLE",223,2555,23,61,6,9,8,2,0.2788,0.7184,0.0028,402,1036,4
"ANDERSON","Upstate","GLENVIEW",301,1452,15,18,1,3,6,0,0.3322,0.6644,0.0034,295,590,3
"ANDERSON","Upstate","HAMMOND ANNEX",84,1658,22,20,6,4,4,0,0.2968,0.6985,0.0047,252,593,4
"ANDERSON","Upstate","CENTER ROCK",299,1897,7,13,1,4,6,1,0.2589,0.7402,9e-04,284,812,1
"ANDERSON","Upstate","HUNT MEADOWS",193,3620,35,54,2,7,9,3,0.2469,0.7515,0.0016,463,1409,3
"BAMBERG","Midlands","COLSTON",51,122,0,0,0,0,0,0,0.4149,0.5851,0,39,55,0
"BAMBERG","Midlands","EDISTO",94,209,0,1,1,1,0,0,0.3312,0.6624,0.0064,52,104,1
"BAMBERG","Midlands","EHRHARDT",281,392,1,0,0,0,1,0,0.4622,0.5378,0,159,185,0
"BAMBERG","Midlands","EAST DENMARK",1603,339,5,3,1,0,6,1,0.8046,0.1954,0,593,144,0
"BAMBERG","Midlands","GOVAN",90,54,0,0,2,0,2,0,0.7206,0.2794,0,49,19,0
"BAMBERG","Midlands","HIGHTOWERS MILL",46,40,0,1,0,0,2,0,0.5,0.5,0,19,19,0
"BAMBERG","Midlands","HUNTER'S CHAPEL",89,109,0,0,0,0,0,1,0.5048,0.4952,0,53,52,0
"BAMBERG","Midlands","KEARSE",5,92,0,3,0,0,0,0,0.082,0.918,0,5,56,0
"BAMBERG","Midlands","LITTLE SWAMP",9,130,0,0,0,0,0,0,0.1594,0.8406,0,11,58,0
"BAMBERG","Midlands","OLAR",103,204,2,2,0,0,1,0,0.4563,0.5438,0,73,87,0
"BAMBERG","Midlands","SOUTH BAMBERG",1690,553,1,8,2,1,8,0,0.7465,0.2535,0,368,125,0
"BAMBERG","Midlands","WEST DENMARK",945,170,0,5,1,1,1,0,0.8492,0.1508,0,428,76,0
"BAMBERG","Midlands","NORTH BAMBERG",843,951,13,6,2,0,12,0,0.6649,0.3351,0,123,62,0
"BARNWELL","Midlands","BARNWELL 1",340,341,2,2,4,0,0,0,0.5382,0.4618,0,134,115,0
"BARNWELL","Midlands","BARNWELL 2",497,881,5,4,4,3,3,0,0.3493,0.649,0.0017,211,392,1
"BARNWELL","Midlands","BARNWELL 3",556,958,6,10,2,0,7,0,0.4198,0.5772,0.003,280,385,2
"BARNWELL","Midlands","BARNWELL 4",764,537,11,5,3,1,2,0,0.6016,0.3984,0,305,202,0
"BARNWELL","Midlands","BLACKVILLE 1",602,276,0,7,3,1,4,0,0.7143,0.2857,0,285,114,0
"BARNWELL","Midlands","BLACKVILLE 2",354,180,1,1,0,0,1,0,0.664,0.336,0,168,85,0
"BARNWELL","Midlands","ELKO",230,305,0,5,2,0,4,0,0.4589,0.5411,0,134,158,0
"BARNWELL","Midlands","FRIENDSHIP",15,551,0,1,1,1,1,0,0.1123,0.8877,0,31,245,0
"BARNWELL","Midlands","KLINE",216,310,0,8,1,0,2,1,0.4382,0.5618,0,110,141,0
"BARNWELL","Midlands","HEALING SPRINGS",596,180,2,4,1,0,2,0,0.7801,0.2199,0,305,86,0
"BARNWELL","Midlands","HILDA",73,695,0,6,6,0,3,1,0.1117,0.8858,0.0025,44,349,1
"BARNWELL","Midlands","SNELLING",486,637,3,6,0,0,5,1,0.4447,0.5553,0,225,281,0
"BARNWELL","Midlands","WILLISTON 1",792,468,2,7,5,0,4,0,0.6419,0.3564,0.0017,389,216,1
"BARNWELL","Midlands","WILLISTON 2",160,401,1,1,0,3,0,0,0.3282,0.6718,0,86,176,0
"BARNWELL","Midlands","WILLISTON 3",327,477,1,3,1,0,2,0,0.4203,0.5797,0,166,229,0
"BEAUFORT","LowCountry","BEAUFORT 1",569,406,10,27,0,2,10,1,0.6955,0.3013,0.0032,217,94,1
"BEAUFORT","LowCountry","BEAUFORT 2",160,913,4,11,1,1,4,1,0.4889,0.5022,0.0089,220,226,4
"BEAUFORT","LowCountry","BEAUFORT 3",112,1192,5,13,2,2,4,0,0.4249,0.5751,0,229,310,0
"BEAUFORT","LowCountry","BURTON 1A",490,1202,28,86,4,9,28,0,0.4164,0.5821,0.0014,289,404,1
"BEAUFORT","LowCountry","BURTON 1B",904,328,6,43,3,2,9,0,0.7885,0.2069,0.0046,343,90,2
"BEAUFORT","LowCountry","BURTON 1C",554,1115,12,55,2,4,21,2,0.57,0.4283,0.0016,346,260,1
"BEAUFORT","LowCountry","BURTON 2A",290,1199,24,68,3,2,24,6,0.4101,0.5899,0,219,315,0
"BEAUFORT","LowCountry","BURTON 2B",520,1217,23,70,3,5,20,4,0.4661,0.5323,0.0016,296,338,1
"BEAUFORT","LowCountry","BURTON 2C",296,1529,29,24,5,3,19,1,0.3288,0.6712,0,265,541,0
"BEAUFORT","LowCountry","BURTON 3",271,286,10,34,0,2,9,2,0.4926,0.5074,0,67,69,0
"BEAUFORT","LowCountry","CHECHESSEE 1",81,1550,5,6,0,0,8,0,0.3288,0.67,0.0012,264,538,1
"BEAUFORT","LowCountry","CHECHESSEE 2",102,1442,7,28,3,1,5,2,0.289,0.7077,0.0033,176,431,2
"BEAUFORT","LowCountry","LADYS ISLAND 1A",420,1001,7,37,2,1,9,3,0.4171,0.5766,0.0063,264,365,4
"BEAUFORT","LowCountry","LADYS ISLAND 1B",387,1101,18,11,1,2,17,2,0.4123,0.5877,0,294,419,0
"BEAUFORT","LowCountry","LADYS ISLAND 2A",128,1363,15,32,2,1,18,2,0.3245,0.6755,0,245,510,0
"BEAUFORT","LowCountry","LADYS ISLAND 2B",79,1041,6,22,2,1,10,0,0.3724,0.6276,0,232,391,0
"BEAUFORT","LowCountry","LADYS ISLAND 3A",185,742,2,4,0,0,4,0,0.356,0.644,0,157,284,0
"BEAUFORT","LowCountry","LADYS ISLAND 3B",60,1006,6,22,0,4,4,2,0.2935,0.7047,0.0019,157,377,1
"BEAUFORT","LowCountry","MOSSY OAKS 1A",153,749,10,20,2,1,7,1,0.3519,0.6412,0.0069,152,277,3
"BEAUFORT","LowCountry","MOSSY OAKS 1B",117,1030,17,19,1,0,11,0,0.3601,0.6381,0.0019,193,342,1
"BEAUFORT","LowCountry","MOSSY OAKS 2",262,821,10,29,1,0,13,1,0.4163,0.5815,0.0021,194,271,1
"BEAUFORT","LowCountry","PORT ROYAL 1",250,850,1,22,4,5,18,1,0.4948,0.501,0.0041,239,242,2
"BEAUFORT","LowCountry","PORT ROYAL 2",433,765,20,32,3,3,12,1,0.5429,0.4571,0,228,192,0
"BEAUFORT","LowCountry","DALE LOBECO",772,342,3,7,3,0,4,1,0.6325,0.363,0.0045,284,163,2
"BEAUFORT","LowCountry","SEABROOK 1",445,561,10,37,4,0,20,2,0.5092,0.4881,0.0026,193,185,1
